caseid,make_get_guns,gender,ideology,trust_in_gov,religion,race
4800,Same,Male,Slightly Liberal,Half of the Time,Once A Week Or Less,White
1029,Same,Male,Moderate,Most Of The Time,Once A Week Or Less,Black
3573,Same,Male,Slightly Conservative,,Several Times Daily,Black
4208,Same,Female,Moderate,Some of the Time,Several Times Daily,White
5782,Same,Male,Moderate,Never,Several Times Daily,Black
5783,Same,Male,Conservative,,Once Daily,White
6841,Same,Female,Conservative,,Several Times Daily,Hispanic
1101,Same,Female,Moderate,Half of the Time,Several Times Daily,White
64,Same,Female,Conservative,,Several Times Daily,White
303,Same,Female,Conservative,,Several Times Daily,Hispanic
5786,Same,Female,Slightly Liberal,Never,Once Daily,White
5542,Same,Female,Extremely Liberal,,Never,White
117,Same,Female,Moderate,,Once Daily,White
4242,Same,Male,Extremely Conservative,Some of the Time,Once Daily,White
905,Same,Male,Slightly Conservative,Half of the Time,Once Daily,White
5353,Same,Male,Moderate,,Once A Week Or Less,White
4009,Same,Female,Conservative,Some of the Time,Once A Week Or Less,White
5115,Same,Male,Moderate,,Once A Week Or Less,White
6641,Same,Female,Moderate,,Several Times Daily,White
3588,Same,Male,Slightly Conservative,,Few Times A Week,White
5104,Same,Male,Slightly Liberal,Some of the Time,Once A Week Or Less,Hispanic
4671,Same,Male,Extremely Conservative,,Never,White
419,Same,Male,,,Few Times A Week,Other
6639,Same,Female,Slightly Conservative,Half of the Time,Once Daily,White
6638,Same,Male,Moderate,Some of the Time,Few Times A Week,White
4128,Same,Male,Conservative,,Several Times Daily,White
3250,Same,Female,Conservative,,Few Times A Week,White
4895,Same,Male,Extremely Conservative,,Several Times Daily,Hispanic
3605,Same,Female,Moderate,Some of the Time,Once A Week Or Less,White
5164,Same,Female,Slightly Liberal,Half of the Time,Never,White
3838,Same,Male,Conservative,Some of the Time,Few Times A Week,White
3400,Same,Female,Slightly Conservative,,Several Times Daily,White
5136,Same,Female,Extremely Conservative,,Several Times Daily,White
5803,Same,Female,Slightly Liberal,Half of the Time,Never,White
6845,Same,Female,Conservative,,Several Times Daily,White
389,Same,Male,Conservative,,Several Times Daily,White
5807,Same,Male,Moderate,,Once Daily,Hispanic
5659,Same,Female,Slightly Liberal,Some of the Time,Never,Black
4272,Same,Male,Extremely Conservative,Some of the Time,Few Times A Week,White
5810,Same,Female,Extremely Conservative,Some of the Time,Several Times Daily,White
5812,Same,Female,Moderate,,Once Daily,White
3723,Same,Male,Liberal,,Once A Week Or Less,White
685,Same,Female,Conservative,Some of the Time,Several Times Daily,Hispanic
3626,Same,Male,Slightly Conservative,,Once Daily,White
3761,Same,Male,Liberal,Half of the Time,Several Times Daily,Black
312,Same,Female,Extremely Conservative,Some of the Time,Few Times A Week,Black
197,Same,Male,,,Once A Week Or Less,White
71,Same,Male,Moderate,,Few Times A Week,Hispanic
3166,Same,Male,Moderate,Some of the Time,Few Times A Week,White
4988,Same,Female,Conservative,Some of the Time,Several Times Daily,White
380,Same,Male,Liberal,Some of the Time,Never,White
511,Same,Male,Liberal,,Few Times A Week,Hispanic
5821,Same,Female,Slightly Conservative,,Once A Week Or Less,White
272,Same,Female,,Never,Once Daily,White
6140,Same,Female,Conservative,Some of the Time,Several Times Daily,White
6441,Same,Female,Slightly Conservative,,Few Times A Week,White
5824,Same,Female,Slightly Conservative,,Never,Other
6642,Same,Male,Conservative,,Few Times A Week,White
1680,Same,Male,Moderate,,Never,White
4353,Same,Female,Liberal,Half of the Time,Never,White
4637,Same,Female,Extremely Conservative,,Several Times Daily,White
2013,Same,Male,Moderate,,Few Times A Week,White
4806,Same,Female,Slightly Conservative,Half of the Time,Several Times Daily,White
90,Same,Male,Moderate,Some of the Time,Once A Week Or Less,Other
935,Same,Female,Moderate,Some of the Time,Once Daily,White
565,Same,Female,Moderate,,Several Times Daily,Black
1249,Same,Male,Slightly Conservative,,Once A Week Or Less,White
6234,Same,Female,Moderate,Some of the Time,Once Daily,Hispanic
1527,Same,Female,Slightly Conservative,,Few Times A Week,Hispanic
6374,Same,Female,Moderate,,Few Times A Week,White
5294,Same,Male,Moderate,,Few Times A Week,White
1554,Same,Male,,Half of the Time,Never,White
5072,Same,Female,Conservative,,Once Daily,White
268,Same,Male,Slightly Liberal,Some of the Time,Several Times Daily,White
5412,Same,Male,Slightly Conservative,Half of the Time,Once A Week Or Less,White
3451,Same,Male,Moderate,,Never,White
1354,Same,Female,Extremely Liberal,,Several Times Daily,Black
497,Same,Female,,Most Of The Time,Several Times Daily,Black
100,Same,Female,Moderate,,Once Daily,White
165,Same,Male,Moderate,Never,Once Daily,White
1548,Same,Male,Moderate,,Never,White
6610,Same,Female,Slightly Conservative,Half of the Time,Few Times A Week,White
402,Same,Female,Moderate,,Several Times Daily,White
1326,Same,Female,,Some of the Time,Once A Week Or Less,Black
1972,Same,Male,Conservative,Some of the Time,Never,White
118,Same,Male,Extremely Conservative,,Never,White
4329,Same,Male,Moderate,,Once Daily,White
5624,Same,Female,Liberal,,Few Times A Week,Other
3850,Same,Male,Moderate,,Few Times A Week,White
3896,Same,Male,Slightly Conservative,,Once Daily,White
3035,Same,Male,Conservative,Half of the Time,Several Times Daily,Hispanic
332,Same,Male,Liberal,,Never,White
4930,Same,Male,Conservative,,Few Times A Week,White
4997,Same,Female,Moderate,Half of the Time,Few Times A Week,White
487,Same,Female,Liberal,,Once Daily,White
5868,Same,Female,Slightly Liberal,Some of the Time,Few Times A Week,White
945,Same,Male,,,Several Times Daily,White
4002,Same,Male,Moderate,,Once A Week Or Less,White
317,Same,Male,Moderate,Half of the Time,Once Daily,Other
6602,Same,Male,Slightly Conservative,,Never,Hispanic
6220,Same,Male,Slightly Conservative,Never,Once Daily,White
4489,Same,Female,Conservative,,Few Times A Week,Hispanic
6824,Same,Female,Slightly Conservative,,Never,White
1261,Same,Female,Liberal,Some of the Time,Never,White
480,Same,Female,Moderate,,Once Daily,White
3827,Same,Male,Moderate,,Once Daily,Black
153,Same,Female,Conservative,,Several Times Daily,White
3793,Same,Male,Moderate,Some of the Time,Few Times A Week,White
5899,Same,Female,Conservative,,Several Times Daily,White
475,Same,Female,Moderate,Half of the Time,Several Times Daily,White
4719,Same,Male,Moderate,Some of the Time,Once A Week Or Less,White
4350,Same,Male,Conservative,,Once A Week Or Less,White
5891,Same,Male,Moderate,Half of the Time,Several Times Daily,Black
473,Same,Female,Conservative,,Several Times Daily,White
5139,Same,Male,Slightly Liberal,,Once A Week Or Less,White
5282,Same,Female,Slightly Conservative,Some of the Time,Few Times A Week,White
4302,Same,Female,Moderate,,Once Daily,White
5909,Same,Male,Moderate,,Once A Week Or Less,White
1594,Same,Male,Moderate,Most Of The Time,Few Times A Week,Hispanic
1622,Same,Female,,,Few Times A Week,White
4848,Same,Male,Conservative,,Several Times Daily,Hispanic
5915,Same,Female,Conservative,,Several Times Daily,White
3633,Same,Male,Slightly Conservative,,Once Daily,Hispanic
3753,Same,Female,Conservative,Half of the Time,Few Times A Week,White
5901,Same,Male,Conservative,,Few Times A Week,Other
1698,Same,Female,Slightly Liberal,,Few Times A Week,Other
5681,Same,Male,Slightly Liberal,,Never,Hispanic
6192,Same,Female,Moderate,,Few Times A Week,Hispanic
643,Same,Female,Moderate,Some of the Time,Once Daily,Hispanic
5908,Same,Male,Liberal,,Never,White
156,Same,Female,Conservative,,Several Times Daily,White
4348,Same,Female,Extremely Conservative,Half of the Time,Several Times Daily,White
4010,Same,Male,Slightly Conservative,,Never,White
431,Same,Female,Moderate,,Few Times A Week,Other
3190,Same,Male,Conservative,,Once Daily,White
463,Same,Female,Conservative,,Once A Week Or Less,White
5721,Same,Male,Liberal,Some of the Time,Once A Week Or Less,White
6640,Same,Male,Conservative,Some of the Time,Several Times Daily,White
3013,Same,Male,Moderate,,Once A Week Or Less,Hispanic
462,Same,Male,Extremely Conservative,,Few Times A Week,White
461,Same,Male,Slightly Conservative,Half of the Time,Few Times A Week,White
3393,Same,Male,Conservative,Some of the Time,Once A Week Or Less,White
1098,Same,Female,Slightly Liberal,Some of the Time,Once Daily,Other
4564,Same,Male,Moderate,Some of the Time,Once Daily,Hispanic
3898,Same,Female,Extremely Conservative,Never,Few Times A Week,White
6033,Same,Female,Conservative,,Once A Week Or Less,White
1534,Same,Male,Slightly Conservative,Half of the Time,Once Daily,White
4,Same,Female,,,Few Times A Week,Black
5924,Same,Male,Slightly Liberal,,Several Times Daily,White
184,Same,Female,Conservative,Some of the Time,Few Times A Week,White
4222,Same,Female,Moderate,,Several Times Daily,White
880,Same,Male,Conservative,Most Of The Time,Once Daily,White
5739,Same,Male,Conservative,,Never,White
4639,Same,Male,Moderate,,Once Daily,White
3485,Same,Male,Slightly Conservative,Some of the Time,Never,White
1398,Same,Male,Slightly Conservative,Some of the Time,Never,White
1224,Same,Male,Slightly Conservative,,Once Daily,Black
3401,Same,Male,Conservative,,Several Times Daily,White
6575,Same,Male,Conservative,Some of the Time,Few Times A Week,White
3187,Same,Female,Slightly Conservative,Some of the Time,Once A Week Or Less,White
112,Same,Female,,Most Of The Time,Several Times Daily,Black
2006,Same,Female,Slightly Conservative,Some of the Time,Few Times A Week,White
6419,Same,Male,Moderate,Half of the Time,Several Times Daily,Other
4807,Same,Female,Slightly Conservative,,Once Daily,White
1893,Same,Male,,,Once Daily,Hispanic
5683,Same,Male,Slightly Conservative,,Once A Week Or Less,White
5945,Same,Female,Conservative,,Several Times Daily,White
3142,Same,Male,Moderate,,Never,White
6465,Same,Male,Conservative,,Several Times Daily,White
5949,Same,Male,Conservative,,Few Times A Week,White
5950,Same,Female,Conservative,Some of the Time,Several Times Daily,White
1110,Same,Female,,,Never,White
1746,Same,Female,Moderate,Some of the Time,Once Daily,White
6704,Same,Male,Slightly Liberal,Most Of The Time,Never,White
1262,Same,Female,Moderate,,Several Times Daily,White
3336,Same,Female,Conservative,,Several Times Daily,White
484,Same,Male,Moderate,,Several Times Daily,White
5336,Same,Female,Moderate,,Few Times A Week,Hispanic
5578,Same,Female,Slightly Conservative,Some of the Time,Several Times Daily,White
237,Same,Male,Extremely Liberal,,,White
3304,Same,Male,Moderate,Never,Never,White
5652,Same,Female,Moderate,,Several Times Daily,White
4212,Same,Male,Conservative,Some of the Time,Several Times Daily,White
6566,Same,Male,Moderate,,Few Times A Week,White
141,Same,Male,Moderate,,Once A Week Or Less,White
6563,Same,Male,Extremely Conservative,Always,Few Times A Week,White
448,Same,Male,Moderate,Some of the Time,Once A Week Or Less,White
5960,Same,Female,Extremely Conservative,Never,Never,White
3345,Same,Male,Slightly Conservative,,Few Times A Week,White
4313,Same,Female,Moderate,,Few Times A Week,Black
5497,Same,Male,Slightly Liberal,,Once Daily,Black
5931,Same,Male,Conservative,,Several Times Daily,White
1595,Same,Male,Moderate,,Once A Week Or Less,Other
1094,Same,Female,Extremely Conservative,Half of the Time,Several Times Daily,White
3828,Same,Female,Liberal,,Never,White
5080,Same,Female,Moderate,,Never,White
5971,Same,Female,Slightly Liberal,Never,Several Times Daily,White
4072,Same,Female,Slightly Conservative,Half of the Time,Never,White
5973,Same,Male,Slightly Conservative,,Never,White
4713,Same,Male,Slightly Liberal,Some of the Time,Never,White
3200,Same,Male,Conservative,,Few Times A Week,White
3359,Same,Male,Conservative,Half of the Time,Once Daily,White
3709,Same,Female,Liberal,,Never,White
3390,Same,Female,Moderate,Never,Several Times Daily,White
1914,Same,Male,Moderate,,Few Times A Week,Hispanic
125,Same,Male,Extremely Conservative,Some of the Time,Few Times A Week,White
6551,Same,Female,Conservative,,Few Times A Week,White
4818,Same,Female,Moderate,,Several Times Daily,White
2030,Same,Female,,Half of the Time,Once Daily,Black
4907,Same,Female,Slightly Conservative,,Several Times Daily,White
152,Same,Female,Moderate,,Several Times Daily,White
5987,Same,Male,Conservative,Some of the Time,Several Times Daily,White
3215,Same,Male,Moderate,,Few Times A Week,Other
3907,Same,Male,Moderate,,Never,Black
372,Same,Male,Slightly Conservative,Some of the Time,Once Daily,White
5371,Same,Male,Moderate,,Never,White
5174,Same,Male,Slightly Liberal,Some of the Time,Never,White
5187,Same,Male,Conservative,,Once A Week Or Less,Black
3290,Same,Male,Moderate,,Few Times A Week,White
6808,Same,Female,Liberal,Some of the Time,Few Times A Week,Black
5929,Same,Female,Moderate,Some of the Time,Several Times Daily,White
5071,Same,Male,Conservative,,Once Daily,Black
3109,Same,Female,Conservative,Half of the Time,Several Times Daily,White
5400,Same,Female,Moderate,Never,Never,White
6330,Same,Male,Moderate,,Once A Week Or Less,Hispanic
1421,Same,Female,,,Few Times A Week,Black
4029,Same,Male,Conservative,,Never,White
6821,Same,Female,Slightly Liberal,,Few Times A Week,White
5837,Same,Female,Extremely Conservative,Half of the Time,Several Times Daily,Other
421,Same,Male,,Some of the Time,Once Daily,White
1348,Same,Male,,,Few Times A Week,Black
6765,Same,Male,Conservative,,Once Daily,Hispanic
6008,Same,Male,Moderate,,Never,White
4911,Same,Male,Moderate,Some of the Time,Once A Week Or Less,White
5375,Same,Male,Conservative,,Few Times A Week,Other
285,Same,Male,,Some of the Time,Few Times A Week,White
6014,Same,Male,Conservative,,Several Times Daily,White
6741,Same,Male,Moderate,Some of the Time,Once A Week Or Less,White
5590,Same,Male,Moderate,Some of the Time,Few Times A Week,White
6017,Same,Male,Conservative,,Few Times A Week,White
4933,Same,Male,Conservative,,Several Times Daily,White
6031,Same,Female,Conservative,,Several Times Daily,Black
6416,Same,Male,Slightly Conservative,,Few Times A Week,White
6313,Same,Female,Moderate,,Few Times A Week,White
3861,Same,Female,Conservative,Some of the Time,Several Times Daily,White
5673,Same,Female,Conservative,Some of the Time,Once Daily,White
3032,Same,Male,Moderate,,Once A Week Or Less,White
455,Same,Female,Moderate,,Once Daily,White
3636,Same,Female,Moderate,,Never,Black
35,Same,Male,,,Once A Week Or Less,Hispanic
674,Same,Male,,Most Of The Time,Once A Week Or Less,Hispanic
6029,Same,Female,Slightly Liberal,,Once A Week Or Less,White
6052,Same,Female,Slightly Conservative,,Once Daily,Other
415,Same,Female,Slightly Conservative,Some of the Time,Several Times Daily,White
888,Same,Female,Moderate,,Never,White
6532,Same,Male,Moderate,,Never,White
74,Same,Female,,,Several Times Daily,Hispanic
1638,Same,Female,Liberal,Most Of The Time,Few Times A Week,Hispanic
5529,Same,Female,Conservative,,Few Times A Week,White
4936,Same,Male,Moderate,,Few Times A Week,White
6811,Same,Female,Moderate,,Several Times Daily,Black
5351,Same,Male,Moderate,,Never,White
6039,Same,Male,Conservative,Some of the Time,Once A Week Or Less,White
1392,Same,Female,Moderate,Some of the Time,Several Times Daily,White
4145,Same,Female,Moderate,Some of the Time,Few Times A Week,White
6527,Same,Male,Moderate,,Once A Week Or Less,White
1825,Same,Female,Slightly Conservative,Most Of The Time,Several Times Daily,Hispanic
343,Same,Female,Conservative,,Once A Week Or Less,White
